body	topic
"    By Roslan Khasawneh
    SINGAPORE, July 5 (Reuters) - Asia's 380-cst fuel oil cash premiums <FO380-SIN-DIF>
slipped to a near 1-month low on Wednesday amid weaker buying interest, but further falls
are seen limited over the near term by bullish supply and demand fundamentals, two traders
said. 
    Following nearly two weeks of uninterrupted gains, sources also said falling crude
prices on Wednesday may have kept some traders on the sidelines ahead of EIA data released
later in the day. [nL3N1JW1HU]
    
    WINDOW TRADES
    - Two cargo trades were reported in the Platts window, including one 20,000 tonne cargo
of 180-cst fuel and another 20,000 tonnes of 380-cst fuel oil.
    - Click on [O/AS] for more details.
    
    LOWER ARBS
    - Total fuel oil flows into East Asia for June closed at a 4-month high of around 6.8
million tonnes mainly on spillovers from May and despite lower Middle East and intra-Asia
supplies, assessments by Thomson Reuters Oil Research showed. [nPGEmXWxla]
    - July arrivals are expected to be lower, with Western arrivals closing at a 12-month
low of just over 3 million tonnes, while Middle East inflows are currently at below-average
levels of just over 800,000 tonnes so far, the assessments showed. 
    - Trader sources currently estimate some 3 to 4 million tonnes of fuel oil will arrive
into Singapore in July and August each. 
           
    TENDERS
    - South Korea's EWP is seeking up to 20,000 tonnes of HSFO with a 540-cst maximum
viscosity and 2.5 percent sulphur content for delivery at Ulsan port between July 21-25 in a
tender closing July 11. 
    - EWP last issued a tender seeking fuel oil in January for 50,000 tonnes of the same
quality fuel for delivery over Feb. 12-16. [nL4N1FG2BH]
    - South Korean utilities typically import several fuel oil cargoes every month for power
generation but have turned to cheaper alternatives like LNG and coal since the start of the
year in the wake of rising oil prices, industry sources said. 
    - Pakistan's PSO is seeking up to 705,000 tonnes of fuel oil for delivery in September
in a tender closing on July 24 and valid until Aug. 7. 
    - PSO's tender includes 10 cargoes of 65,000 tonnes each of 180-cst HSFO on an FOB basis
along with 55,000 tonnes of LSFO on a C&F basis. [nL3N1JW2HT]
    
    FUJAIRAH INVENTORIES
    - In the United Arab Emirates (UAE), the Fujairah Oil Industry Zone (FOIZ) fuel oil
inventories were nearly unchanged in the week to July 3 at 12.127 million barrels, data via
S&P Global Platts showed. [nL3N1JW3DB]
    - Last week, Fujairah's fuel oil inventories rose to their second highest since stocks
reporting began in mid-January, almost 200,000 barrels below the record 12.328 million
barrels seen in the week to March 27.
        
    NEW MOC MEMBERS
    - S&P Global Platts on Wednesday added World Fuel Services (Singapore) Pte Ltd and Seven
Seas Oil Trading Pte Ltd to its Asia Market On Close (MOC) assessment process for Singapore
physical bunkers, the company said in a subscriber note. [nL3N1JW1ZV]
    - This follows the inclusion of Fratelli Cosulich Bunkers (S) Pte Ltd in the MOC process
for physical bunkers announced on June 18. 
        
    ASSESSMENTS
 FUEL OIL                                                                                   
 CASH ($/T)                  ASIA CLOSE      Change   % Change   Prev       RIC
                                                                 Close      
 Cargo - 180cst                      304.52     1.64       0.54     302.88  <FO180-SIN>
 Diff - 180cst                         0.95    -0.33     -25.78       1.28  <FO180-SIN-DIF>
 Cargo - 380cst                      299.34     0.95       0.32     298.39  <FO380-SIN>
 Diff - 380cst                         1.43    -0.44     -23.53       1.87  <FO380-SIN-DIF>
 Bunker (Ex-wharf)- 380cst           303.00     0.50       0.17     302.50  <BK380-B-SIN>
 Bunker (Ex-wharf) Premium             3.66    -0.45     -10.95       4.11                  
                                                                                            
 For a list of derivatives prices, including margins, please double click                   
 the RICs below.                                                            
 Brent M1                    <BRENTSGMc1>                                                   
 180cst M1                   <FO180SGSWMc1>                                                 
 180cst M1/M2                <FO180SGSDMc1>                                                 
 180cst M2                   <FO180SGSWMc2>                                                 
 Visco M1                    <FOVISSGDFMc1>                                                 
 Visco M2                    <FOVISSGDFMc2>                                                 
 380cst M1                   <FO380SGSWMc1>                                                 
 380cst M1/M2                <FO380SGSDMc1>                                                 
 380cst M2                   <FO380SGSWMc2>                                                 
 Cracks 180-Dubai M1         <FO180SGCKMc1>                                                 
 Cracks 180-Dubai M2         <FO180SGCKMc2>                                                 
 East-West M1                <FOSGEWMc1>                                                    
 East-West M2                <FOSGEWMc2>                                                    
 Barges M1                   <HFOFARAAMc1>                                                  
 Barges M1/M2                <HFOFARAASMc1>                                                 
 Barges M2                   <HFOFARAAMc2>                                                  
 Crack Barges-Brent M1       <HFOFARAACMc1>                                                 
 Crack Barges-Brent M2       <HFOFARAACMc2>                                                 
    
    

 (Editing by Mark Potter)
 ((roslan.khasawneh@thomsonreuters.com)(Reuters Messaging:
roslan.khasawneh.thomsonreuters.com@reuters.net)(+65 6870 3121))

Keywords: ASIA FUEL OIL/"	N2:COMARB
"Keywords: ASIA FUEL OIL/"""	N2:COMARB
"    SINGAPORE, Dec 26 (Reuters) - Tumbling crude oil prices
helped the front-month fuel oil crack narrow its discount to
Brent crude on Wednesday but overall trade liquidity remains
thin amid the year-end holidays, trade sources said.
    The January 380-cst barge crack against Brent crude was
trading at about minus $6.40 a barrel on Wednesday, from about
minus $6.70 a barrel in the previous trading session, brokers
said.
    The near dated 380-cst time spreads also firmed on
Wednesday.
    The Jan/Feb 380-cst time spread was trading at about $4.50 a
tonne from about $3.75 a tonne in the previous session, the
brokers said. Similarly the Feb/March 380-cst time spread rose
to $2.75 a tonne on Wednesday from $2.25 a tonne previously. 
    The front-month time-spread the previous Wednesday was at
its lowest level since April at $1.50 per tonne, according to
Refinitiv data in Eikon. <FO380SGSDMc1>
    Oil prices were mixed on Wednesday as the U.S. benchmark
rebounded from steep losses in the previous session, even though
concern over the health of the global economy continued to
overshadow the market. [O/R]
    Brent crude oil futures <LCOc1> were down 0.57 percent, at
$50.18 a barrel at 0748 GMT, and earlier fell to the lowest
since July 2017. They skidded 6.2 percent in the previous
session to $50.47 a barrel.
        
    WINDOW TRADES    
    - One cargo trades were reported in the Singapore trading
window 20,000 tonnes of 380-cst high-sulphur fuel oil (HSFO).
    - Mercuria bought the cargo from Shell at a $4 per tonne
premium to Singapore quotes. 
    - Please click on [O/AS] for more details. 
    
    TENDERS
    - The UAE's ADNOC has offered up to three 90,000-tonne
cargoes of straight-run fuel oil (SRFO) from Ruwais loading over
Jan. 7-9, Jan. 11-13 and Jan. 15-17 in a tender closing on Dec.
27.
    - In November, industry sources said ADNOC was expected to
reduce exports of SRFO from 2019 with completion of repairs to
the 127,000 barrels-per-day (bpd) residue fluid catalytic
cracker (RFCC) at its Ruwais refinery that was damaged in
January 2017. [nL4N1XN2RD]
    - In 2017, ADNOC exported about four to five cargoes of
90,000 tonnes of SRFO from Ruwais on a monthly basis but in 2018
it sold the cargoes through long-term supply agreements from
January through to December.
    - India's MRPL has sold an unusual 40,000-tonne low sulphur
fuel oil cargo with a maximum 1 percent sulphur content loading
from New Mangalore over Jan. 18-20 to Vitol at an unknown
premium to Singapore 380-cst quotes on an FOB basis. 
    - Taiwan's Formosa has offered a 40,000 tonne cargo of
380-cst fuel oil with a maximum 3.5 percent sulphur content
loading on Jan. 9-11 from Mailiao in a tender closing on Dec. 27
with same day validity. 
    - This comes as Formosa sold a similar 380-cst fuel oil
cargo to P66 for Dec. 28-30 loading at a discount of about $10
per tonne to Singapore 180-cst quotes on an FOB basis. 
    - For more information, please see [FUEL/TENDA].
    
    INVENTORIES
    - Fuel oil inventories at the Fujairah Oil Industry Zone
(FOIZ) fell 4.4 percent, or 283,000 barrels (about 42,000
tonnes), to a three-week low of 6.191 million barrels (924,000
tonnes) in the week ended Dec. 24, data from S&P Global Platts
showed. [FUJAIRAH/]
    - Fujairah fuel oil inventories are now 40 percent lower
from the same time last year.
    - Fujairah's fuel oil stocks averaged 7.93 million barrels
(1.184 million tonnes) in 2018 compared with 9.974 million
barrels (1.489 million tonnes) in the year before, Reuters
calculations showed.
        
    RUSSIA EXPORTS 
    - Russian fuel oil exports <FO-RU-EXP> in November totalled
2.659 million tonnes, up by 23 percent from the previous month
but were 16 percent lower from year-ago levels, according to the
latest data from the Energy Ministry. [nL8N1YT1PB]
    - Russian fuel oil exports were last higher in July when
2.865 million tonnes were exported, the data showed. 
    - This came as Russian fuel oil output <FO-RU-OUT> in
November surged to a 10-month high of 4.283 million tonnes. 
    
    CHINA IMPORTS
    - China has set its 2019 fuel oil import quota for non-state
companies at 16.2 million tonnes, unchanged from 2018 and 2017,
the country's Ministry of Commerce said on its website on
Tuesday. [nB9N1YN013]
    - Companies who have ownership or right of berth, or use
special rail lines to deliver at least 10,000 tonnes of refined
oil products, and store more than 50,000 cubic meters of refined
oil products, will be able to apply for the quota.
        
    ASSESSMENTS
 FUEL OIL                                                                                      
 CASH ($/T)               ASIA CLOSE      Change     % Change     Prev Close    RIC
 Cargo - 180cst                   317.44     -21.81        -6.43        339.25  <FO180-SIN>
 Diff - 180cst                      3.16       0.50        18.80          2.66  <FO180-SIN-DIF>
 Cargo - 380cst                   315.20     -21.68        -6.44        336.88  <FO380-SIN>
 Diff - 380cst                      3.84       0.57        17.43          3.27  <FO380-SIN-DIF>
 Bunker (Ex-wharf)-               320.00     -22.00        -6.43        342.00  <BK380-B-SIN>
 380cst                                                                         
 Bunker (Ex-wharf)                  4.80      -0.32        -6.25          5.12                 
 Premium                                                                        
                                                                                               
 For a list of derivatives prices, including margins, please double click the                  
 RICs below.                                                                    
 Brent M1                 <BRENTSGMc1>                                                         
 180cst M1                <FO180SGSWMc1>                                                       
 180cst M1/M2             <FO180SGSDMc1>                                                       
 180cst M2                <FO180SGSWMc2>                                                       
 Visco M1                 <FOVISSGDFMc1>                                                       
 Visco M2                 <FOVISSGDFMc2>                                                       
 380cst M1                <FO380SGSWMc1>                                                       
 380cst M1/M2             <FO380SGSDMc1>                                                       
 380cst M2                <FO380SGSWMc2>                                                       
 Cracks 180-Dubai M1      <FO180SGCKMc1>                                                       
 Cracks 180-Dubai M2      <FO180SGCKMc2>                                                       
 East-West M1             <FOSGEWMc1>                                                          
 East-West M2             <FOSGEWMc2>                                                          
 Barges M1                <HFOFARAAMc1>                                                        
 Barges M1/M2             <HFOFARAASMc1>                                                       
 Barges M2                <HFOFARAAMc2>                                                        
 Crack Barges-Brent M1    <HFOFARAACMc1>                                                       
 Crack Barges-Brent M2    <HFOFARAACMc2>                                                       
    
    

 (Reporting by Roslan Khasawneh
Editing by Mark Heinrich)
 ((roslan.khasawneh@thomsonreuters.com; Reuters Messaging:
roslan.khasawneh.thomsonreuters.com@reuters.net; +65 6870 3121))"	N2:COMARB
"Messaging: koustav.samanta.thomsonreuters.com@reuters.net))"""	N2:COMARB
"Keywords: ASIA EUROPE/DIESEL"""	N2:COMARB
"    LONDON, Jan 27 (Reuters) - Diesel barge differentials in
northwest Europe recovered slightly on Wednesday, but traders
predicted renewed pressures from a large quantity of imports
heading into a market that is already saturated.
    There were around 500,000 tonnes of diesel on vessels
floating around Europe as storage is at close to capacity and
about 1.5 to 2 million tonnes of product already set to arrive
from the East, the U.S. Gulf Coast and Russia, much of which
will end up remaining afloat, analysts think.
    Refineries are pumping at fairly close to capacity to
benefit from strong margins on gasoline, which means that
production of diesel and gasoil is also high.
    Distillate margins, pummelled by the warm weather, slowing
industrial activity and swelling production, are in for another
rough year in 2016, according to industry experts. [nL8N15B2UR]
    Currently mild weather in Europe is limiting demand for
gasoil for heating.
    Meanwhile U.S. stockpiles of diesel and heating oil fell by
4.1 million barrels last week, compared with expectations for a
1.9 million-barrel drop, EIA data showed [EIA/S].
    
    
    GASOIL <EURO/DIFF/GO>
    * No barges of 0.1 percent sulphur gasoil traded.
    * No cargoes traded
    * No barges of 50 ppm sulphur gasoil traded. There was a bid
at a discount to the February Low Sulphur Gasoil futures of $15.
The previous day they traded at discounts of $10 a tonne fob
ARA.
    * February Low Sulphur Gasoil futures <LGOc1> were up $13.50
at $296.50 a tonne at 1640 GMT.
    * The diesel refining margin was at $7.80 barrel, down from
$7.10 a barrel in the previous session.
    * The February and March contracts were trading in a $7 a
tonne contango, 75 cents narrower than the previous day.
 
    DIESEL <ULSD10-BD-ARA>
    * Front-end barges of 10 ppm diesel traded at discounts of
$5 to $7 a tonne fob ARA to the February diesel futures, up
slightly from the $10 a tonne fob discount the day before.
    * No cargoes traded. 
         
    JET FUEL <JET-BD-ARA>
    * KLM and Mabanaft sold barges to Shell at a premium to
February ICE gasoil futures of $21 a tonne.
    * No cargoes traded. 
    
    FUEL OIL <EURO/DIFF/FO>
    * Barges of fuel oil with a sulphur content of 3.5 percent
traded at $131.25-$134.25 a tonne fob ARA, compared with
$127-$128 a tonne the day before.

 (Reporting by Simon Falush; Editing by Greg Mahlich)
 ((simon.falush@thomsonreuters.com; +442075427681; Reuters
Messaging:  simon.falush.reuters.com@reuters.net))
 
((For latest physical prices double click on:
<EURO/DIFF/GO>, <EURO/DIFF/MOGAS> and <EURO/DIFF/FO>.
For energy speed guide page click on <ENERGY>.
For ARA oilstock data click on <ARA/OILSTOCKS>
For European oilstock data click on <O/EUROIL1> <O/EUROIL2>  
For swaps prices double click on <ENSWAP/INFO>:))

Keywords: EUROPE DIESEL/"	N2:COMARB
"Keywords: ASIA FUELOIL/"""	N2:COMARB
"Keywords: EUROPE GASOLINE/"""	N2:COMARB
"Keywords: JAPAN LNG/TRADING"""	N2:COMARB
"Keywords: EUROPE REFINERY/MARGINS"""	N2:COMARB
"    LONDON, Jan 28 (Reuters) - Distillate margins held their
ground versus crude oil on Thursday despite swelling stocks in
Europe and warm weather that was impinging on consumption. 
    Crude futures spiked by more than 3 percent during the day's
trading on possible cooperation between Russia and OPEC to cut
oil production. But if the higher oil prices proved sustainable,
they could put more pressure on refined product margins. [O/R]
    There were few fundamental reasons for strength in the
distillates pool. Exports from Russia's port of Primorsk edged
lower for February, to 1.268 million tonnes, compared with 1.39
million tonnes in January. [ID:nL8N15C4A1]
    The drop in U.S. stockpiles of diesel and heating oil, which
according to the U.S. Energy Information Administration fell by
4.1 million barrels last week, also provided support. [EIA/S].
    But stocks overall in Europe are full to the brim, with ARA
tanks showing little space and industry consultants PJK
International citing full tanks inland along the Rhine as well.
[PJK/]
    With already half a million tonnes of diesel parked off
Europe's ports, and another 1.5 to 2 million tonnes en route
from the United States and the east, the margins are expected to
come under intense pressure later in the month, barring
larger-than-expected refinery maintenance or a significant and
sustained drop in temperatures. [ID:nL3N15B33C]
        
    GASOIL <EURO/DIFF/GO>
    * Barges of 0.1 percent sulphur gasoil traded at $17 a tonne
fob ARA discounts to ICE gasoil. Vitol sold to BP and AOT.
    * No cargoes traded
    * No barges of 50 ppm sulphur gasoil traded. There was a bid
at a discount to the February Low Sulphur Gasoil futures of $13
fob ARA, compared with Wednesday's bid at a $15 discount. 
    * February Low Sulphur Gasoil futures <LGOc1> were up $14.75
to $306.75 a tonne at 1730 GMT.
    * The diesel refining margin was at $7.85 a barrel, largely
flat from the previous session.
    * The February and March contracts were trading in a $6.50 a
tonne contango, 50 cents narrower than the previous day.
 
    DIESEL <ULSD10-BD-ARA>
    * Barges of 10 ppm diesel traded at discounts of $4 to $7 a
tonne fob ARA to the February diesel futures, compared with $5
to $7 discounts on Wednesday.
    * No cargoes traded. 
         
    JET FUEL <JET-BD-ARA>
    * No jet fuel barges traded. Total offered at $28 a tonne
above February gasoil, but withdrew it, while BP bid to a $24 a
tonne premium. 
    * Vitol sold a cargo to Shell at a $22 a tonne cif Rotterdam
premium to ICE gasoil futures. 
    
    FUEL OIL <EURO/DIFF/FO>
    * Barges of fuel oil with a sulphur content of 3.5 percent
traded at $142-$146 a tonne fob ARA, up from $131.25-$134.25 a
tonne on Wednesday.

 (Reporting by Libby George; Editing by Mark Potter)
 ((Libby.George@thomsonreuters.com; +44 207 542 7714; Reuters
Messaging: libby.george@thomsonreuters.com))
 
((For latest physical prices double click on:
<EURO/DIFF/GO>, <EURO/DIFF/MOGAS> and <EURO/DIFF/FO>.
For energy speed guide page click on <ENERGY>.
For ARA oilstock data click on <ARA/OILSTOCKS>
For European oilstock data click on <O/EUROIL1> <O/EUROIL2>  
For swaps prices double click on <ENSWAP/INFO>:))

Keywords: EUROPE DIESEL/"	N2:COMARB
"    LONDON, Jan 28 (Reuters) - Forties crude oil differentials
fell on Thursday despite a new supertanker fixture, for loading
next month, appearing on the shipping lists.
    There was only one Forties deal reported in the daily
trading window, which was done at the steepest discount to dated
Brent in two weeks.
    Shell was the lone trader to submit offers and both were
made below the previous day's spot price, traders said.
    Meanwhile Shell has chartered the VLCC Hakata to load at
Hound Point in mid-February for South Korea.
    This is the first fixture for a cargo loading in February,
according to Reuters data, which ordinarily would offer a degree
of support to differentials.
    So far in January, Forties diffs have fallen by $1.65 a
barrel from the end of December, marking their steepest
one-month drop since 2000, based on Reuters data.
    This is largely a function of differentials having been
inflated in December because of temporary constraints on supply
along the Forties Pipeline System.
    Looking further out, Hound Point will not load any Forties
on supertankers in early March because of maintenance work on
Jetty 1, operator BP <BP.L> said on Tuesday. [nL8N15A46J]
    
    FORTIES
    * BP sold a cargo to Total for loading Feb 11-13 at a
discount of 75 cents to dated Brent. 
    * Shell made, but subsequently withdrew, two offers for
cargoes of Forties, one loading Feb 10-12 at a discount of 65
cents to dated Brent, and a second for loading Feb 16-18 at a
discount of 50 cents.
    * The average of the three prices is below the average of a
discount of 45 cents seen on Wednesday. No other deals, bids or
offers were reported for any of the BFOE grades.
        
    NORTH SEA SWAPS
    * Click on <FFFP> for the latest contracts for difference.

 (Reporting by Amanda Cooper; Editing by Elaine Hardcastle)
 ((amanda.cooper@thomsonreuters.com; +442075423424; Reuters
Messaging: amanda.cooper.thomsonreuters.com@reuters.net))
 
((NORTH SEA CRUDE OIL DIFFERENTIALS AND OUTRIGHT PRICES:
<0#BFO-DIF> <0#C-E> 
Dated BFO <BFO-> 
Brent <BFO-BRT> <BFO-E> 
Forties <BFO-FOT> <FOT-E> 
Oseberg <BFO-OSE> <OSE-E> 
Ekofisk <BFO-EKO> <EKO-E> 
Statfjord <BFO-STA> <STA-> 
Flotta <BFO-FLO> <FLO-> 
Monthly North Sea crude loading programmes [O/LOAD]
New North Sea oilfields [NSEA/NEW] 
BFO <0#BFO-> Dated BFO weekly swaps <0#BRT-CFD> 
Dated BFO front line swaps <IHEU/SWAP/BRENT>
NYMEX crude <0#CL:> 
ICE crude <0#LCO:> 
[OPEC] OPEC [NSEA] North Sea 
[CRU] crude oil [PROD] oil products 
[DRV] derivatives [PRO/E] European products 
[O/L] Latest IPE [O/N] Latest NYMEX 
<OILOIL> <NYMOIL> <IPEOIL> <OILSPD> <OILARB> 
<CRDWLD><PRODEUR> <PRODUS> <APROD> 
<ENERGY> speed guide <CRUDE/1> crude speed guide))

Keywords: NORTHSEA OIL/"	N2:COMARB
"Keywords: REFINING DIESEL/MARGINS"""	N2:COMARB
"    LONDON, Jan 28 (Reuters) - Gasoline refining margins in
northwest Europe rose on Thursday to above $13 a barrel,
supported by a rally in U.S. gasoline futures and continued
overseas demand. 
    Exports from the region continued to support the market,
with several tankers booked in recent days to ship mixed
aromatics to China, according to shipping data. 
    Exports to West Africa have nevertheless weakened, leading
to higher availability of supplies in the region.
    U.S. rbob futures gained more than 4 percent after Motiva
Enterprises shut the naphtha process complex at the company's
603,000 barrel per day (bpd) Port Arthur, Texas, refinery on
Wednesday after a hydrotreater malfunction, sources familiar
with plant operations said on Thursday. [nL2N15C1D9]
    ARA gasoline stocks jumped by 21 percent this week to a near
two-year high, Dutch consultants PJK International said. The
stocks rose to more than 1 million tonnes, their highest level
since March 2014, as traders looked to take advantage of strong
export demand and contango in the market. [ARA/]
    Refineries have been trying to maximize gasoline and naphtha
output in recent weeks in order to benefit from strong cracks
while trying to limit diesel and jet fuel output as the middle
distillates market suffers from a huge oversupply.
    
    GASOLINE <EURO/DIFF/MOGAS>
    * No barges of eurobob gasoline traded in the afternoon
trading window. Bids were seen at $394 a tonne fob ARA.  
    * Earlier in the day, 11,000 tonnes of eurobob changed hands
at $374-$397 a tonne fob ARA, compared to $360-$362 a tonne the
day before. Total, Varo and Statoil sold to Rolympus, Litasco,
Statoil and BP.
    * Three barges of premium unleaded traded in the window at
$407 a tonne fob ARA, compared with $383.50-$384 a tonne a day
earlier. Rolympus and Shell sold to Total.
    * The February swap was trading at about $397 a tonne,
compared with $374 a tonne on Wednesday.
    * Brent crude oil futures <LCOc1> rose 77 cents to $33.87 a
barrel at 1640 GMT. [O/R]
    * The gasoline barge crack in northwest Europe stood at
about $13.4 a barrel, up from $11.04 a barrel a day earlier.
    * U.S. RBOB gasoline futures for February <RBc1> rose by 4.3
percent to $1.0908 a gallon. The crack was at $13.82 a gallon.
            
    NAPHTHA <NAF-C-NWE>
    * Two cargoes traded. Litasco sold to Gunvor at $322 a tonne
cif NWE for Feb. 17-21 loading and BASF sold to BP at $324 a
tonne cif NWE.
    * The naphtha crack was at around $2.35 a barrel.
   

 (Reporting by Ron Bousso; Editing by David Evans)
 ((Ron Bousso)(email: ron.bousso@thomsonreuters.com)(Tel.:
+44)(0)(207 542 2161)(Reuters Messaging:
ron.bousso.reuters.com@reuters.net))
 
((For latest physical prices double click on:
<EURO/DIFF/GO>, <EURO/DIFF/MOGAS> and <EURO/DIFF/FO>.
For energy speed guide page click on <ENERGY>.
For ARA oilstock data click on <ARA/OILSTOCKS>
For European oilstock data click on <O/EUROIL1> <O/EUROIL2>  
For swaps prices double click on <ENSWAP/INFO>:))

Keywords: EUROPE GASOLINE/"	N2:COMARB
"    SINGAPORE, Jan 28 (Reuters) - Asian fuel oil remained relatively stable on Thursday trading,
following two days of weakening swap and spot differentials amid increasing onshore inventories of
Singapore fuel oil. 
    Spot differentials of fuel oil remained steady with the discount on 180cst fuel oil narrowing by
39 cents to $1.32 per tonne to Singapore quotes, while the discount on 380cst widened slightly by 15
cents to $1.08 per tonne to Singapore quotes. 
    Trading activity in front-month time spreads of 380cst fuel oil was particularly active, traders
said, but prices remained unchanged from yesterday's close at a discount of $2.25 per tonne to
Singapore quotes.
    In contrast, front-month time spreads of 180cst fuel oil widened further by 50 cents to a discount
of $3.50 per tonne to Singapore quotes.
    Until this week, the Singapore fuel oil market was supported by healthy bunker demand and
generally tight supplies in December and January.
    This week's weaker market was expected as supplies were replenished, traders said.
    Weekly onshore stocks of Singapore fuel oil inventories rose 7 percent for the week to Jan. 27 to
a total of 22.295 million barrels, according to data from International Enterprise (IE) Singapore
released on Thursday. [nL3N15C31W]
    This is the first recorded rise of Singapore fuel oil stocks in 7 weeks, demonstrating the
accumulation of delayed arrivals of Western arbitrage cargos due to adverse weather conditions in the
Caribbean and the Black Sea throughout December. 

    SINGAPORE CASH DEALS - One deal reported.
    * Mercuria sold 20,000 tonnes of 380cst high-sulphur fuel oil to Glencore for Feb. 17 to 21
loading at a discount of $1.25 per tonne to Singapore quotes.

    
    
 FUEL OIL                                                                                             
 CASH ($/T)                  ASIA CLOSE         Change     % Change     Prev Close   RIC
 Cargo - 180cst                         158.64       9.95         6.69       148.69  <FO180-SIN>
 Diff - 180cst                           -1.32       0.39       -22.81        -1.71  <FO180-SIN-DIF>
 Cargo - 380cst                         155.47       9.59         6.57       145.88  <FO380-SIN>
 Diff - 380cst                           -1.08      -0.15        16.13        -0.93  <FO380-SIN-DIF>
 Bunker (Ex-wharf)- 380cst              158.57       9.39         6.29       149.18  <BK380-B-SIN>
 Bunker (Ex-wharf) Premium                3.10      -0.20        -6.06         3.30                   
                                                                                                      
 For a list of derivatives prices, including margins, please double click the RICs                    
 below.                                                                              
 Brent M1                    <BRENTSGMc1>                                                             
 180cst M1                   <FO180SGSWMc1>                                                           
 180cst M1/M2                <FO180SGSDMc1>                                                           
 180cst M2                   <FO180SGSWMc2>                                                           
 Visco M1                    <FOVISSGDFMc1>                                                           
 Visco M2                    <FOVISSGDFMc2>                                                           
 380cst M1                   <FO380SGSWMc1>                                                           
 380cst M1/M2                <FO380SGSDMc1>                                                           
 380cst M2                   <FO380SGSWMc2>                                                           
 Cracks 180-Dubai M1         <FO180SGCKMc1>                                                           
 Cracks 180-Dubai M2         <FO180SGCKMc2>                                                           
 East-West M1                <FOSGEWMc1>                                                              
 East-West M2                <FOSGEWMc2>                                                              
 Barges M1                   <HFOFARAAMc1>                                                            
 Barges M1/M2                <HFOFARAASMc1>                                                           
 Barges M2                   <HFOFARAAMc2>                                                            
 Crack Barges-Brent M1       <HFOFARAACMc1>                                                           
 Crack Barges-Brent M2       <HFOFARAACMc2>                                                           
 
    

 (Reporting by Roslan Khasawneh; Editing by Katharine Houreld)
 ((roslan.khasawneh@thomsonreuters.com;)(+65 6870 3121))

Keywords: ASIA FUELOIL/"	N2:COMARB
"    LONDON, Jan 27 (Reuters) - Forties crude oil differentials
firmed slightly on Wednesday as signs emerged that a supertanker
will take four February-loading cargoes to Asia.
    The Ellinis will be loading at the Forties export terminal
Hound Point on Feb. 6, a trade source said. The destination is
not yet confirmed but the vessel is expected to head to Asia.
    Shipments of Forties by supertanker out of Europe, most
often to South Korea, are a regular feature of the market and
tend to support differentials and the wider Brent market.
    Hound Point will not load any Forties on supertankers in
early March because of maintenance work on Jetty 1, operator BP
<BP.L> said on Tuesday. [nL8N15A46J]
    
    FORTIES
    * BP bid for a Forties cargo loading on Feb. 21-25 at dated
Brent minus 45 cents. Shell offered a Forties loading on Feb.
16-18 at dated minus 40 cents.
    * Those indications suggested a slightly firmer market than
Tuesday's average value of dated minus 50 cents.
        
    NORTH SEA SWAPS
    * Click on <FFFP> for the latest contracts for difference.

 (Reporting by Alex Lawler; Editing by Mark Potter)
 ((alex.lawler@thomsonreuters.com; +44 207 542 4087; Reuters
Messaging: alex.lawler.reuters.com@reuters.net))
 
((NORTH SEA CRUDE OIL DIFFERENTIALS AND OUTRIGHT PRICES:
<0#BFO-DIF> <0#C-E> 
Dated BFO <BFO-> 
Brent <BFO-BRT> <BFO-E> 
Forties <BFO-FOT> <FOT-E> 
Oseberg <BFO-OSE> <OSE-E> 
Ekofisk <BFO-EKO> <EKO-E> 
Statfjord <BFO-STA> <STA-> 
Flotta <BFO-FLO> <FLO-> 
Monthly North Sea crude loading programmes [O/LOAD]
New North Sea oilfields [NSEA/NEW] 
BFO <0#BFO-> Dated BFO weekly swaps <0#BRT-CFD> 
Dated BFO front line swaps <IHEU/SWAP/BRENT>
NYMEX crude <0#CL:> 
ICE crude <0#LCO:> 
[OPEC] OPEC [NSEA] North Sea 
[CRU] crude oil [PROD] oil products 
[DRV] derivatives [PRO/E] European products 
[O/L] Latest IPE [O/N] Latest NYMEX 
<OILOIL> <NYMOIL> <IPEOIL> <OILSPD> <OILARB> 
<CRDWLD><PRODEUR> <PRODUS> <APROD> 
<ENERGY> speed guide <CRUDE/1> crude speed guide))

Keywords: NORTHSEA OIL/"	N2:COMARB
